,_id,client,uuid,last_time,first_visit_dt,last_visit_dt,sessions,assumed_behaviour,behaviour_changed,behaviour_escalated,bought_anything,bought_last_session
61a0ee3ac459460a57df6af4,61a0ee3ac459460a57df6af4,premier,ca060305-f918-4a9b-a15b-eab3a2100b6c,20001.0,2021-11-26 08:24:58.820,2021-11-27 01:15:57.371,1.0,SB,0.0,0.0,0.0,0.0
61a0eefdc459460a57df6afc,61a0eefdc459460a57df6afc,premier,cc86007a-9817-423e-8c75-bbfb70a1faad,20001.0,2021-11-26 09:28:13.431,2021-11-26 09:28:33.435,1.0,SB,0.0,0.0,0.0,0.0
61a0ef4ec459460a57df6b01,61a0ef4ec459460a57df6b01,premier,b8f43619-d20b-41ff-a014-2c9b82a9b43d,0.0,2021-11-27 01:29:34.467,2021-11-27 01:29:34.467,1.0,,0.0,0.0,0.0,0.0
61a0ef91c459460a57df6b0a,61a0ef91c459460a57df6b0a,premier,a202d844-9d53-4353-9843-13f8703006de,20002.0,2021-11-26 08:30:41.492,2021-11-26 08:33:28.189,1.0,SB,0.0,0.0,0.0,0.0
61a0efeac459460a57df6b14,61a0efeac459460a57df6b14,premier,4b941afb-1f2e-485e-9824-0bcdab1d8aca,20152.0,2021-11-26 09:32:10.889,2021-11-27 11:06:28.140,1.0,SB,0.0,0.0,0.0,0.0
61a0f0a3c459460a57df6b23,61a0f0a3c459460a57df6b23,premier,034a3949-8642-48cf-a48d-4f97d13a4081,52844.0,2021-11-26 08:35:15.451,2021-11-26 08:36:08.221,1.0,SB,0.0,0.0,0.0,0.0
61a0f188c459460a57df6b32,61a0f188c459460a57df6b32,premier,09febd18-3c4c-4e49-8d38-c8fee0050e0b,0.0,2021-11-26 09:39:04.628,2021-11-26 09:39:04.628,1.0,,0.0,0.0,0.0,0.0
61a0f24dc459460a57df6b39,61a0f24dc459460a57df6b39,premier,3b45b3e6-1e4e-4aa8-8e00-741a1210c5e0,552783.0,2021-11-26 08:42:21.552,2021-11-26 08:52:51.972,1.0,SB,0.0,0.0,0.0,0.0
61a0f2b8c459460a57df6b3f,61a0f2b8c459460a57df6b3f,premier,87e79fd1-5d58-4511-bae3-3481108faf45,1771311.0,2021-11-26 09:44:08.655,2021-11-26 11:29:44.326,1.0,DP,0.0,0.0,0.0,0.0
61a0f44fc459460a57df6b48,61a0f44fc459460a57df6b48,premier,33f7c491-37df-4de8-b5e3-b1e298dee9aa,20001.0,2021-11-26 15:50:55.936,2021-11-26 15:51:15.677,1.0,SB,0.0,0.0,0.0,0.0
61a0f48cc459460a57df6b4c,61a0f48cc459460a57df6b4c,premier,626bd5e4-d9bd-41a3-b60a-8aa7dba229c3,20001.0,2021-11-26 09:51:56.611,2021-11-26 09:52:16.559,1.0,SB,0.0,0.0,0.0,0.0
61a0f4a9c459460a57df6b51,61a0f4a9c459460a57df6b51,premier,7de506c2-b672-4a58-80c6-33a3d59949d5,20002.0,2021-11-26 09:52:25.363,2021-11-26 09:52:45.286,1.0,SB,0.0,0.0,0.0,0.0
61a0f4c4c459460a57df6b56,61a0f4c4c459460a57df6b56,premier,6fd901e7-db96-4d73-8c58-ea3bd01b8278,20098.0,2021-11-26 15:52:52.029,2021-11-27 09:53:41.898,1.0,SB,0.0,0.0,0.0,0.0
61a0f710c459460a57df6b60,61a0f710c459460a57df6b60,premier,1f192a83-91a7-4e00-87d4-7351886046a5,20001.0,2021-11-26 16:02:40.546,2021-11-26 16:04:00.039,1.0,SB,0.0,0.0,0.0,0.0
61a0f719c459460a57df6b63,61a0f719c459460a57df6b63,premier,71ffaf3e-8438-43b0-be2c-9bf4cdc86396,20002.0,2021-11-26 09:02:49.256,2021-11-26 13:25:07.447,1.0,SB,0.0,0.0,0.0,0.0
61a0f750c459460a57df6b69,61a0f750c459460a57df6b69,premier,c9a7fd7e-0d38-48d5-9e8a-dfa053d2fda2,20006.0,2021-11-26 10:03:44.253,2021-11-26 10:04:04.179,1.0,SB,0.0,0.0,0.0,0.0
61a0f75bc459460a57df6b6c,61a0f75bc459460a57df6b6c,premier,6a4c13dd-d34a-4c9a-bff1-15aaa01e92ff,0.0,2021-11-26 10:03:55.576,2021-11-26 10:03:55.576,1.0,,0.0,0.0,0.0,0.0
61a0f7c3c459460a57df6b71,61a0f7c3c459460a57df6b71,premier,baced82f-39c8-4ada-90be-c2bb9c878533,20003.0,2021-11-26 10:05:39.460,2021-11-26 10:22:46.761,1.0,SB,0.0,0.0,0.0,0.0
61a0f852c459460a57df6b76,61a0f852c459460a57df6b76,premier,0ab018d6-837b-4eec-be1c-8ccb643756cf,20018.0,2021-11-26 18:08:02.781,2021-11-26 18:12:04.368,1.0,SB,0.0,0.0,0.0,0.0
61a0f961c459460a57df6b81,61a0f961c459460a57df6b81,premier,03b3ecac-883a-48c8-b4d3-2af7424a5b9f,20004.0,2021-11-26 15:12:33.405,2021-11-26 15:13:16.334,1.0,SB,0.0,0.0,0.0,0.0
61a0f964c459460a57df6b85,61a0f964c459460a57df6b85,premier,432d5854-dcce-475d-b972-08032e7211b5,20025.0,2021-11-26 16:12:36.397,2021-11-26 16:12:55.857,1.0,SB,0.0,0.0,0.0,0.0
61a0fa4dc459460a57df6b8a,61a0fa4dc459460a57df6b8a,premier,1a6fa720-b4f2-4fa5-b804-820dd99a04c9,2525.0,2021-11-26 10:16:29.639,2021-11-26 10:16:31.889,1.0,,0.0,0.0,0.0,0.0
61a0fa78c459460a57df6b8e,61a0fa78c459460a57df6b8e,premier,285868ad-7d44-4c43-9e3a-3334fd404549,20006.0,2021-11-26 10:17:12.466,2021-11-26 10:17:32.348,1.0,SB,0.0,0.0,0.0,0.0
61a0faaac459460a57df6b92,61a0faaac459460a57df6b92,premier,9f4947e4-560e-4bd5-a906-965e955d3e01,20002.0,2021-11-26 10:18:02.368,2021-11-26 10:18:52.574,1.0,SB,0.0,0.0,0.0,0.0
61a0fad2c459460a57df6b97,61a0fad2c459460a57df6b97,premier,b17cfb71-1cd4-456f-925a-1c7377cc45ed,0.0,2021-11-26 07:18:42.571,2021-11-26 07:18:42.571,1.0,,0.0,0.0,0.0,0.0
61a0faf3c459460a57df6b9b,61a0faf3c459460a57df6b9b,premier,bd1d276c-0b0e-4f77-8086-c8f94c72a448,20003.0,2021-11-26 23:19:15.620,2021-11-26 23:20:21.767,1.0,SB,0.0,0.0,0.0,0.0
61a0fb22c459460a57df6b9f,61a0fb22c459460a57df6b9f,premier,f342ff40-4055-4ed6-891d-59b06e1e2a1c,20060.0,2021-11-26 16:20:02.518,2021-11-26 16:20:22.169,1.0,SB,0.0,0.0,0.0,0.0
61a0fb4ac459460a57df6ba4,61a0fb4ac459460a57df6ba4,premier,c4ba40a0-5181-43ed-a49c-f9183983bb70,20001.0,2021-11-26 10:20:42.341,2021-11-26 10:26:02.323,1.0,SB,0.0,0.0,0.0,0.0
61a0fb64c459460a57df6ba8,61a0fb64c459460a57df6ba8,premier,ec2ed4c9-f1da-4cd8-8874-fcfc47e9f9b2,2335.0,2021-11-26 07:21:08.594,2021-11-26 07:21:10.663,1.0,SB,0.0,0.0,0.0,0.0
61a0fbf0c459460a57df6bae,61a0fbf0c459460a57df6bae,premier,386ba126-0f66-4c05-8526-ac2f0dc21bb7,21.0,2021-11-26 10:23:28.053,2021-11-26 11:56:20.316,1.0,SB,0.0,0.0,0.0,0.0
61a0fc1ec459460a57df6bb4,61a0fc1ec459460a57df6bb4,premier,c7f40e21-6e0e-400a-bfa2-848ca0dd262f,20002.0,2021-11-26 10:24:14.373,2021-11-26 10:24:34.256,1.0,SB,0.0,0.0,0.0,0.0
61a0fc32c459460a57df6bba,61a0fc32c459460a57df6bba,premier,ea27210f-6e61-446f-b145-4b0b438170a7,20096.0,2021-11-26 10:24:34.338,2021-11-27 09:30:41.314,1.0,SB,0.0,0.0,0.0,0.0
61a0fcd5c459460a57df6bc0,61a0fcd5c459460a57df6bc0,premier,9b362b7a-7e59-4370-b861-2f18279b001f,20027.0,2021-11-26 10:27:17.630,2021-11-26 10:27:37.531,1.0,SB,0.0,0.0,0.0,0.0
61a0fcecc459460a57df6bc4,61a0fcecc459460a57df6bc4,premier,8e4f6c13-aa44-4965-8914-efe8891cb23c,22092.0,2021-11-26 10:27:40.684,2021-11-26 10:28:02.504,1.0,SB,0.0,0.0,0.0,0.0
61a0fd37c459460a57df6bc9,61a0fd37c459460a57df6bc9,premier,262b2d22-6b19-43ae-9ad0-dbe29b5d6d42,20003.0,2021-11-26 10:28:55.868,2021-11-26 10:30:16.122,1.0,SB,0.0,0.0,0.0,0.0
61a0fd9cc459460a57df6bcf,61a0fd9cc459460a57df6bcf,premier,767899a6-08d5-469d-a57d-84311063d5ab,20001.0,2021-11-26 08:30:36.583,2021-11-26 08:31:57.717,1.0,SB,0.0,0.0,0.0,0.0
61a0fdf7c459460a57df6bd4,61a0fdf7c459460a57df6bd4,premier,33f81365-e3a7-4e98-b8d8-e68321773692,20009.0,2021-11-26 10:32:07.944,2021-11-26 10:32:27.296,1.0,SB,0.0,0.0,0.0,0.0
61a0fe38c459460a57df6bd8,61a0fe38c459460a57df6bd8,premier,1b7ad7c9-b932-49dd-91b4-2888a8bd8b15,20003.0,2021-11-26 16:33:12.009,2021-11-26 16:33:31.803,1.0,SB,0.0,0.0,0.0,0.0
61a0ff50c459460a57df6bdc,61a0ff50c459460a57df6bdc,premier,084b116a-4fdb-4fa7-9d64-570ae2388f9c,20017.0,2021-11-26 21:07:52.637,2021-11-26 21:08:12.542,1.0,SB,0.0,0.0,0.0,0.0
61a10047c459460a57df6be1,61a10047c459460a57df6be1,premier,9d9bc5e9-0b43-4ac2-896e-969d7394b973,6041227.0,2021-11-26 09:41:59.060,2021-11-26 11:22:40.404,1.0,,0.0,0.0,0.0,0.0
61a10118c459460a57df6be4,61a10118c459460a57df6be4,premier,191f9f26-d4b8-4de8-8962-84156c960d2a,20004.0,2021-11-26 10:45:28.793,2021-11-26 10:45:48.711,1.0,SB,0.0,0.0,0.0,0.0
61a10130c459460a57df6be8,61a10130c459460a57df6be8,premier,f8df5af3-3a52-47ba-8a81-a58a02f52867,20009.0,2021-11-26 10:45:52.520,2021-11-26 10:50:43.738,1.0,SB,0.0,0.0,0.0,0.0
61a101e8c459460a57df6bed,61a101e8c459460a57df6bed,premier,5c0083ef-860e-432e-a1af-10de5ac8459c,0.0,2021-11-26 07:48:56.698,2021-11-26 07:48:56.698,1.0,,0.0,0.0,0.0,0.0
61a101e9c459460a57df6bf0,61a101e9c459460a57df6bf0,premier,b0c2e3fe-81d2-4bd9-ae54-68e93b4f2eed,20002.0,2021-11-26 17:48:57.244,2021-11-26 17:49:16.870,1.0,SB,0.0,0.0,0.0,0.0
61a1027bc459460a57df6bf7,61a1027bc459460a57df6bf7,premier,6a44d09f-cb19-4e69-b8ad-f4b29a7d5fb4,20001.0,2021-11-26 09:51:23.864,2021-11-26 09:58:30.206,1.0,SB,0.0,0.0,0.0,0.0
61a102e7c459460a57df6bfb,61a102e7c459460a57df6bfb,premier,d2870a12-3235-441b-b1cb-e91d059d5be5,0.0,2021-11-26 15:53:11.238,2021-11-26 15:53:11.238,1.0,,0.0,0.0,0.0,0.0
61a10333c459460a57df6bfe,61a10333c459460a57df6bfe,premier,a88af3ae-c8d8-4c7b-a7b3-655f4058047b,29635.0,2021-11-26 17:54:27.739,2021-11-26 17:54:56.735,1.0,,0.0,0.0,0.0,0.0
61a10333c459460a57df6c01,61a10333c459460a57df6c01,premier,67ef9091-f6e7-41f6-9446-c88942894250,27748.0,2021-11-26 17:54:27.909,2021-11-27 19:31:45.777,1.0,SB,0.0,0.0,0.0,0.0
61a10411c459460a57df6c09,61a10411c459460a57df6c09,premier,61e0d7b8-01e7-40cc-8ef6-071f51ed9451,20002.0,2021-11-26 10:58:09.898,2021-11-26 10:58:29.894,1.0,SB,0.0,0.0,0.0,0.0
61a1046ac459460a57df6c0e,61a1046ac459460a57df6c0e,premier,e5f70635-cec2-48cd-9612-d8504380d977,0.0,2021-11-26 23:59:38.658,2021-11-26 23:59:38.658,1.0,,0.0,0.0,0.0,0.0
61a107c5c459460a57df6c12,61a107c5c459460a57df6c12,premier,50a7a93a-931f-4958-ad8f-7fd5ebaa6205,20001.0,2021-11-26 11:13:57.534,2021-11-26 16:25:14.595,1.0,SB,0.0,0.0,0.0,0.0
61a1082ac459460a57df6c16,61a1082ac459460a57df6c16,premier,114c25f1-0402-4fba-95a5-4620887ffff6,0.0,2021-11-26 16:15:38.924,2021-11-26 16:15:38.924,1.0,,0.0,0.0,0.0,0.0
61a1082bc459460a57df6c19,61a1082bc459460a57df6c19,premier,4a864b05-7a2f-4e3e-9b21-b161e9a68678,0.0,2021-11-26 16:15:39.093,2021-11-26 16:15:39.093,1.0,,0.0,0.0,0.0,0.0
61a1082bc459460a57df6c1c,61a1082bc459460a57df6c1c,premier,3ee750af-cda7-4db8-a952-d63a1cec2c95,0.0,2021-11-26 16:15:39.481,2021-11-26 16:15:39.481,1.0,,0.0,0.0,0.0,0.0
61a1082cc459460a57df6c1f,61a1082cc459460a57df6c1f,premier,d268a22a-de55-44ec-b81a-c2c9faeb654f,0.0,2021-11-26 16:15:40.498,2021-11-26 16:15:40.498,1.0,,0.0,0.0,0.0,0.0
61a1082cc459460a57df6c22,61a1082cc459460a57df6c22,premier,e1b15ca4-0a2c-423a-ab12-4a0f7412af54,0.0,2021-11-26 16:15:40.902,2021-11-26 16:15:40.902,1.0,,0.0,0.0,0.0,0.0
61a1082dc459460a57df6c25,61a1082dc459460a57df6c25,premier,cdcbe97d-f4c0-4884-8eca-68addf3e2282,0.0,2021-11-26 16:15:41.575,2021-11-26 16:15:41.575,1.0,,0.0,0.0,0.0,0.0
61a10858c459460a57df6c28,61a10858c459460a57df6c28,premier,1c549af9-2b3d-4be4-b7b0-8180e06444df,20002.0,2021-11-26 17:16:24.815,2021-11-26 17:17:16.275,1.0,SB,0.0,0.0,0.0,0.0
61a1089dc459460a57df6c2e,61a1089dc459460a57df6c2e,premier,2f52310f-11f0-4f7a-8887-aaa0c216edb3,0.0,2021-11-26 16:17:33.806,2021-11-26 16:17:33.806,1.0,,0.0,0.0,0.0,0.0
61a108a4c459460a57df6c31,61a108a4c459460a57df6c31,premier,769171a9-65b0-49a4-b695-afb955aae820,0.0,2021-11-26 16:17:40.464,2021-11-26 16:17:40.464,1.0,,0.0,0.0,0.0,0.0
61a108a7c459460a57df6c34,61a108a7c459460a57df6c34,premier,4031f4d2-a91a-465e-b537-600ed2fca0ef,20049.0,2021-11-26 11:17:43.547,2021-11-26 11:18:03.680,1.0,SB,0.0,0.0,0.0,0.0
61a10904c459460a57df6c39,61a10904c459460a57df6c39,premier,ed480825-4041-4091-9ad6-2f98f38230b0,0.0,2021-11-26 11:19:16.938,2021-11-26 11:19:16.938,1.0,,0.0,0.0,0.0,0.0
61a1091ac459460a57df6c3c,61a1091ac459460a57df6c3c,premier,559e6ee3-03e9-4ff3-bbff-0ac002fc5190,38567.0,2021-11-26 11:19:38.277,2021-11-26 11:20:16.850,1.0,SB,0.0,0.0,0.0,0.0
61a10950c459460a57df6c41,61a10950c459460a57df6c41,premier,03c907b6-7a8d-4695-b4bb-26c6d75609d6,20018.0,2021-11-26 11:20:32.034,2021-11-26 11:22:31.520,1.0,SB,0.0,0.0,0.0,0.0
61a10968c459460a57df6c45,61a10968c459460a57df6c45,premier,56a6248e-02bc-45e4-acc2-9fc9d8a7987a,39516.0,2021-11-26 10:20:56.613,2021-11-26 10:29:12.188,1.0,SB,0.0,0.0,0.0,0.0
61a10981c459460a57df6c49,61a10981c459460a57df6c49,premier,6f39861c-bafc-4dce-904f-1572a71ee3f3,20004.0,2021-11-26 11:21:21.555,2021-11-26 11:21:41.205,1.0,SB,0.0,0.0,0.0,0.0
61a10a5ac459460a57df6c57,61a10a5ac459460a57df6c57,premier,89997285-cf96-49f5-b5cc-8a3660180952,20006.0,2021-11-26 11:24:58.287,2021-11-26 11:25:18.221,1.0,SB,0.0,0.0,0.0,0.0
61a10a8bc459460a57df6c5c,61a10a8bc459460a57df6c5c,premier,3c01b815-474b-4692-93ab-a31d4d4cd0ef,22.0,2021-11-26 11:25:47.744,2021-11-26 11:47:35.713,1.0,SB,0.0,0.0,0.0,0.0
61a10b4fc459460a57df6c6c,61a10b4fc459460a57df6c6c,premier,6bc5203d-82e1-4c61-9183-cff6130bfdcc,0.0,2021-11-26 18:29:03.941,2021-11-26 18:29:03.941,1.0,,0.0,0.0,0.0,0.0
61a10c32c459460a57df6c72,61a10c32c459460a57df6c72,premier,ae40fd1c-1550-4e5a-a7ef-a256c82effcd,20003.0,2021-11-26 12:32:50.096,2021-11-26 12:57:06.463,1.0,SB,0.0,0.0,0.0,0.0
61a10c45c459460a57df6c76,61a10c45c459460a57df6c76,premier,50aead5c-0b51-4232-ab70-5780d9eace9f,20001.0,2021-11-26 11:33:09.960,2021-11-27 08:49:04.678,1.0,SB,0.0,0.0,0.0,0.0
61a10c74c459460a57df6c7b,61a10c74c459460a57df6c7b,premier,ac0be161-c882-4c39-9a4b-d99e2426ad75,20001.0,2021-11-26 11:33:56.783,2021-11-26 14:32:00.536,1.0,SB,0.0,0.0,0.0,0.0
61a10c7cc459460a57df6c7e,61a10c7cc459460a57df6c7e,premier,a1a5c6a7-e3fd-40cc-aab8-57e2ba9edf70,9989.0,2021-11-26 10:34:04.781,2021-11-26 10:40:05.049,1.0,SB,0.0,0.0,0.0,0.0
61a10c9fc459460a57df6c83,61a10c9fc459460a57df6c83,premier,035c9806-01b0-4e47-9c88-5bfad8304492,20607.0,2021-11-26 08:34:39.969,2021-11-26 08:34:59.433,1.0,SB,0.0,0.0,0.0,0.0
61a10cb3c459460a57df6c89,61a10cb3c459460a57df6c89,premier,489a5ab6-558c-47b4-9896-0755a8759168,103138.0,2021-11-26 11:34:59.801,2021-11-26 11:36:42.734,1.0,SB,0.0,0.0,0.0,0.0
61a10cb6c459460a57df6c8c,61a10cb6c459460a57df6c8c,premier,88ba9231-944b-4efe-8a24-b504d557f3d0,25992.0,2021-11-26 11:35:02.621,2021-11-26 11:35:28.372,1.0,,0.0,0.0,0.0,0.0
61a10cfec459460a57df6c94,61a10cfec459460a57df6c94,premier,1248dc67-2cfe-46e8-82d3-4b9e74ba2d2c,20001.0,2021-11-26 11:36:14.808,2021-11-26 11:37:51.147,1.0,DP,0.0,0.0,0.0,0.0
61a10d36c459460a57df6c9b,61a10d36c459460a57df6c9b,premier,9d51a76d-014b-4dbf-94a6-376e7cacbdee,20000.0,2021-11-26 10:37:10.575,2021-11-26 11:06:35.963,1.0,SB,0.0,0.0,0.0,0.0
61a10db3c459460a57df6cab,61a10db3c459460a57df6cab,premier,f9218c55-5f96-4510-ad6e-fa6c812171ea,53858.0,2021-11-26 10:39:15.132,2021-11-26 10:58:54.983,1.0,SB,0.0,0.0,0.0,0.0
61a10dd9c459460a57df6cb3,61a10dd9c459460a57df6cb3,premier_staging,134664a0-8829-466b-90ef-bdfdac84c62a,0.0,2021-11-26 08:39:53.273,2021-11-26 08:39:53.273,1.0,,0.0,0.0,0.0,0.0
61a10e04c459460a57df6cba,61a10e04c459460a57df6cba,premier,dbd610f7-4bd3-4e7d-9a31-f6863b03a8e1,20001.0,2021-11-26 10:40:36.423,2021-11-26 12:08:48.892,1.0,SB,0.0,0.0,0.0,0.0
61a10e41c459460a57df6cc7,61a10e41c459460a57df6cc7,premier,9aec42b3-aa6c-410a-9811-f9f84268f960,0.0,2021-11-26 11:41:37.412,2021-11-26 11:41:37.412,1.0,,0.0,0.0,0.0,0.0
61a10eeac459460a57df6cd5,61a10eeac459460a57df6cd5,premier,8f69877a-903e-4113-aa49-d14553261b44,20002.0,2021-11-26 11:44:26.650,2021-11-26 11:44:46.608,1.0,SB,0.0,0.0,0.0,0.0
61a10effc459460a57df6cda,61a10effc459460a57df6cda,premier,7038ca27-3922-4748-be67-486d91cf6390,106174.0,2021-11-26 11:44:47.082,2021-11-26 11:47:06.748,1.0,SB,0.0,0.0,0.0,0.0
61a10f6dc459460a57df6ce3,61a10f6dc459460a57df6ce3,premier,86ddc8ce-4a00-4c15-a441-c18a91a9a121,20001.0,2021-11-26 10:46:37.878,2021-11-26 10:53:11.173,1.0,SB,0.0,0.0,0.0,0.0
61a10fa1c459460a57df6cea,61a10fa1c459460a57df6cea,premier,a5e43363-57d4-40ee-a8ff-52192640eea9,0.0,2021-11-26 17:47:29.352,2021-11-26 17:47:29.356,1.0,,0.0,0.0,0.0,0.0
61a10fa6c459460a57df6ced,61a10fa6c459460a57df6ced,premier,ab739ca4-7a78-4efe-9903-415601020441,20100.0,2021-11-26 11:47:34.452,2021-11-26 12:07:58.388,1.0,SB,0.0,0.0,0.0,0.0
61a10fadc459460a57df6cf1,61a10fadc459460a57df6cf1,premier,28eb5280-40b4-47bf-99e4-02c50b7563e2,20000.0,2021-11-26 16:47:41.515,2021-11-26 16:48:01.202,1.0,SB,0.0,0.0,0.0,0.0
61a10fc4c459460a57df6cf7,61a10fc4c459460a57df6cf7,premier,e187c65c-d08a-42a0-925b-671c933b0acb,125140.0,2021-11-26 08:48:04.784,2021-11-26 08:50:09.798,1.0,SB,0.0,0.0,0.0,0.0
61a10fd1c459460a57df6cfb,61a10fd1c459460a57df6cfb,premier,48fb22d2-de61-43ca-a9cc-a0c9a3ac42d6,20003.0,2021-11-26 08:48:17.676,2021-11-26 09:14:47.817,1.0,SB,0.0,0.0,0.0,0.0
61a10fffc459460a57df6d03,61a10fffc459460a57df6d03,premier,6b50ae01-5794-4c2b-b569-baa784188c7c,20001.0,2021-11-26 10:49:03.913,2021-11-27 09:56:47.040,1.0,SB,0.0,0.0,0.0,0.0
61a11021c459460a57df6d08,61a11021c459460a57df6d08,premier,a1705465-7ba0-447b-aa8d-7e9652fb0352,33.0,2021-11-26 11:49:37.777,2021-11-26 12:17:35.147,1.0,SB,0.0,0.0,0.0,0.0
61a11044c459460a57df6d0f,61a11044c459460a57df6d0f,premier,fd34c977-529f-427b-88db-c4492b1a7f11,19814.0,2021-11-26 08:50:12.105,2021-11-26 08:50:31.561,1.0,,0.0,0.0,0.0,0.0
61a11056c459460a57df6d16,61a11056c459460a57df6d16,premier,13244377-77e8-42cd-b23f-23e083fdc290,0.0,2021-11-26 11:50:30.403,2021-11-26 11:50:30.403,1.0,,0.0,0.0,0.0,0.0
61a11058c459460a57df6d1a,61a11058c459460a57df6d1a,premier,e79fbbeb-ae72-4401-a118-ce8356af2ed9,20001.0,2021-11-26 08:50:32.266,2021-11-26 08:55:32.221,1.0,SB,0.0,0.0,0.0,0.0
61a11068c459460a57df6d1d,61a11068c459460a57df6d1d,premier,c01a0a22-2147-4dcb-b52d-a0476c1a2747,20878.0,2021-11-26 11:50:48.392,2021-11-26 11:58:03.667,1.0,SB,0.0,0.0,0.0,0.0
61a11090c459460a57df6d2a,61a11090c459460a57df6d2a,premier,2adee624-b9fd-4b39-a9f2-5a48552dc63f,20002.0,2021-11-26 11:51:28.960,2021-11-26 11:51:48.757,1.0,SB,0.0,0.0,0.0,0.0
61a11106c459460a57df6d47,61a11106c459460a57df6d47,premier,16e279b9-2b02-45d6-9cdf-a8e9515e39aa,0.0,2021-11-26 11:53:26.299,2021-11-26 11:53:26.299,1.0,,0.0,0.0,0.0,0.0
61a111fcc459460a57df6d68,61a111fcc459460a57df6d68,premier,ecf0b86b-1095-492e-a1dd-e08049827908,20814.0,2021-11-26 11:57:32.244,2021-11-27 10:33:34.724,1.0,SB,0.0,0.0,0.0,0.0
61a11258c459460a57df6d75,61a11258c459460a57df6d75,premier,54d478c6-5c7d-4aed-aad5-a6003c256fc8,20000.0,2021-11-27 05:59:04.451,2021-11-27 05:59:24.057,1.0,SB,0.0,0.0,0.0,0.0
61a113c6c459460a57df6d83,61a113c6c459460a57df6d83,premier,8d8e5b5b-318e-43b2-83cc-2ebf1b4611a4,0.0,2021-11-26 12:05:10.269,2021-11-26 12:05:10.269,1.0,,0.0,0.0,0.0,0.0
61a113d1c459460a57df6d86,61a113d1c459460a57df6d86,premier,90d27c92-8e3f-46f1-89d1-4ce76aa6bbe2,66766.0,2021-11-26 12:05:21.008,2021-11-26 12:07:00.907,1.0,,0.0,0.0,0.0,0.0
61a1141fc459460a57df6d8f,61a1141fc459460a57df6d8f,premier,c03c50aa-043b-42fd-a35c-75b8a09b5e31,374582.0,2021-11-26 11:06:39.832,2021-11-26 11:14:29.344,1.0,SB,0.0,0.0,0.0,0.0
61a11484c459460a57df6d9b,61a11484c459460a57df6d9b,premier,9eb448a2-b2a3-42a5-9b72-8b55465ed94c,11374.0,2021-11-27 01:08:20.961,2021-11-27 09:49:30.494,1.0,SB,0.0,0.0,0.0,0.0
61a11579c459460a57df6db5,61a11579c459460a57df6db5,premier,5f089524-0323-4d24-9441-c75754fa947e,20009.0,2021-11-26 10:12:25.290,2021-11-26 10:12:44.971,1.0,SB,0.0,0.0,0.0,0.0
61a11649c459460a57df6dc9,61a11649c459460a57df6dc9,premier,6f3d21b8-30d8-4ee8-9890-89ea5526257d,37156.0,2021-11-26 12:15:53.168,2021-11-26 12:16:30.170,1.0,SB,0.0,0.0,0.0,0.0
61a1167dc459460a57df6dcf,61a1167dc459460a57df6dcf,premier,764a09b7-f6c7-40e7-bb29-91788033012f,0.0,2021-11-26 09:16:45.188,2021-11-26 09:16:45.188,1.0,,0.0,0.0,0.0,0.0
61a11742c459460a57df6dd3,61a11742c459460a57df6dd3,premier,eeea1e24-4780-432a-b7e3-f50d3675b6fe,20026.0,2021-11-26 07:20:02.129,2021-11-26 07:20:21.791,1.0,SB,0.0,0.0,0.0,0.0
61a117b8c459460a57df6dd8,61a117b8c459460a57df6dd8,premier,99f140d0-5e47-490f-9634-701bfa6a7ac6,20001.0,2021-11-26 12:22:00.504,2021-11-26 12:24:29.259,1.0,SB,0.0,0.0,0.0,0.0
61a117fdc459460a57df6de0,61a117fdc459460a57df6de0,premier,db6f9ae7-7ac1-4ef9-b31f-590471073a55,20099.0,2021-11-26 12:23:09.579,2021-11-26 16:25:00.367,1.0,SB,0.0,0.0,0.0,0.0
61a1181ec459460a57df6de6,61a1181ec459460a57df6de6,premier,8f783f05-2d99-4aaf-a406-af0f88cded44,9348963.0,2021-11-26 12:23:42.363,2021-11-26 14:59:31.315,1.0,,0.0,0.0,0.0,0.0
61a11893c459460a57df6df2,61a11893c459460a57df6df2,premier,330af630-e88b-4ceb-8a86-a026d261ea6c,20002.0,2021-11-26 12:25:39.035,2021-11-26 13:00:58.661,1.0,SB,0.0,0.0,0.0,0.0
61a118cac459460a57df6df8,61a118cac459460a57df6df8,premier,43aff723-f659-4330-9b18-29c6d13fa8a4,165.0,2021-11-26 17:26:34.926,2021-11-26 17:34:01.159,1.0,SB,0.0,0.0,0.0,0.0
61a11917c459460a57df6e02,61a11917c459460a57df6e02,premier,a6328105-486c-4659-bbe6-6d9940cc26c2,20019.0,2021-11-26 12:27:51.635,2021-11-26 12:28:11.460,1.0,SB,0.0,0.0,0.0,0.0
61a1195cc459460a57df6e0a,61a1195cc459460a57df6e0a,premier,84256a6d-f74a-43ab-9d71-e421126feefb,30684.0,2021-11-26 09:29:00.051,2021-11-26 09:29:30.432,1.0,SB,0.0,0.0,0.0,0.0
61a11962c459460a57df6e0d,61a11962c459460a57df6e0d,premier,39abe54d-9ee0-465a-af12-4d842ec8fb58,20003.0,2021-11-26 11:29:06.684,2021-11-26 11:29:25.642,1.0,SB,0.0,0.0,0.0,0.0
61a11994c459460a57df6e14,61a11994c459460a57df6e14,premier,05f59092-907a-4d71-9960-b4ac58ba132b,352452.0,2021-11-26 12:29:56.064,2021-11-26 12:35:49.065,1.0,,0.0,0.0,0.0,0.0
